1,1
1,2
2,1
2,3
3,1
3,2
3,4
3,8
4,1
4,5
5,6
5,7
6,1
6,5
6,9
7,10
7,1
8,12
8,11
8,8
9,1
9,13
10,1
10,14
10,5
11,1
11,8
11,15
12,16
12,1
12,8
13,12
13,10
14,12
14,15
14,6
14,1
14,7
15,6
15,8
16,6
16,16
17,7
17,6
17,8
18,17
18,15
18,8
19,17
19,3
19,18
20,17
20,5
21,15
21,17
21,18
21,8
22,6
22,19
22,8
23,1
23,2
23,20
24,12
24,8
25,12
25,20
26,1
26,20
